text	curie	name	predicate	type	provenance	source
advection	goldbook:A00168	advection	rdfs:label		doi:10.1351/pac199062112167	goldbook
aeration	goldbook:A00169	aeration	rdfs:label		doi:10.1351/pac199062112167	goldbook
aerobe	goldbook:A00170	aerobe	rdfs:label		doi:10.1351/pac199264010143	goldbook
aerobic	goldbook:A00171	aerobic	rdfs:label		doi:10.1351/pac199365092003	goldbook
aerobic conditions	goldbook:A00172	aerobic conditions	rdfs:label		doi:10.1351/pac199264010143	goldbook
aerogel	goldbook:A00173	aerogel	rdfs:label		doi:10.1351/pac200779101801	goldbook
aerometer	goldbook:A00174	aerometer	rdfs:label		doi:10.1351/pac199062112167	goldbook
aerometric measurement	goldbook:A00175	aerometric measurement	rdfs:label		doi:10.1351/pac199062112167	goldbook
aerosol	goldbook:A00176	aerosol	rdfs:label		doi:10.1351/pac200779101801	goldbook
affinity chromatography	goldbook:A00177	affinity chromatography	rdfs:label		doi:10.1351/pac199365040819	goldbook
coagulation	goldbook:A00182	agglomeration	oboInOwl:hasRelatedSynonym			goldbook
flocculation	goldbook:A00182	agglomeration	oboInOwl:hasRelatedSynonym			goldbook
agglomeration	goldbook:A00182	agglomeration	rdfs:label		doi:10.1351/pac200779101801	goldbook
agglutination	goldbook:A00183	agglutination	rdfs:label		doi:10.1351/pac199264010143	goldbook
aggregate	goldbook:A00184	aggregate	rdfs:label		doi:10.1351/pac199163091227	goldbook
aglycone	goldbook:A00185	aglycon	oboInOwl:hasRelatedSynonym			goldbook
aglycon	goldbook:A00185	aglycon	rdfs:label		doi:10.1351/pac199567081307	goldbook
agonist	goldbook:A00186	agonist	rdfs:label		doi:10.1351/pac199365092003	goldbook
agostic	goldbook:A00187	agostic	rdfs:label		doi:10.1351/pac199466051077	goldbook
agranular carbon	goldbook:A00188	agranular carbon	rdfs:label		doi:10.1351/pac199567030473	goldbook
air contaminant	goldbook:A00190	air contaminant	rdfs:label		doi:10.1351/pac199062112167	goldbook
air-lift bioreactor	goldbook:A00191	air-lift bioreactor	rdfs:label		doi:10.1351/pac199264010143	goldbook
air mass	goldbook:A00192	air mass	rdfs:label		doi:10.1351/pac199062112167	goldbook
air monitoring station	goldbook:A00193	air monitoring station	rdfs:label		doi:10.1351/pac199062112167	goldbook
pollutant	goldbook:A00194	air pollutant	oboInOwl:hasRelatedSynonym			goldbook
pollution	goldbook:A00194	air pollutant	oboInOwl:hasRelatedSynonym			goldbook
air pollutant	goldbook:A00194	air pollutant	rdfs:label		doi:10.1351/pac199062112167	goldbook
air pollution	goldbook:A00195	air pollution	rdfs:label		doi:10.1351/pac199062112167	goldbook
air quality index	goldbook:A00196	air pollution index	oboInOwl:hasRelatedSynonym			goldbook
air pollution index	goldbook:A00196	air pollution index	rdfs:label		doi:10.1351/pac199062112167	goldbook
air pollution survey	goldbook:A00197	air pollution survey	rdfs:label		doi:10.1351/pac199062112167	goldbook
air quality characteristic	goldbook:A00198	air quality characteristic	rdfs:label		doi:10.1351/pac199062112167	goldbook
air resource management	goldbook:A00199	air resource management	rdfs:label		doi:10.1351/pac199062112167	goldbook
air sampling network	goldbook:A00200	air sampling network	rdfs:label		doi:10.1351/pac199062112167	goldbook
Aitken particles	goldbook:A00201	Aitken particles	rdfs:label		doi:10.1351/pac199062112167	goldbook
albedo	goldbook:A00202	albedo	rdfs:label		doi:10.1351/pac199062112167	goldbook
alcoholates	goldbook:A00203	alcoholates	rdfs:label		doi:10.1351/pac199567081307	goldbook
alcohols	goldbook:A00204	alcohols	rdfs:label		doi:10.1351/pac199567081307	goldbook
aldaric acids	goldbook:A00206	aldaric acids	rdfs:label		doi:10.1351/pac199567081307	goldbook
aldazines	goldbook:A00207	aldazines	rdfs:label		doi:10.1351/pac199567081307	goldbook
aldehydes	goldbook:A00208	aldehydes	rdfs:label		doi:10.1351/pac199567081307	goldbook
aldimines	goldbook:A00209	aldimines	rdfs:label		doi:10.1351/pac199567081307	goldbook
glycitols	goldbook:A00210	alditols	oboInOwl:hasRelatedSynonym			goldbook
alditols	goldbook:A00210	alditols	rdfs:label		doi:10.1351/pac199567081307	goldbook
aldoketoses	goldbook:A00211	aldoketoses	rdfs:label		doi:10.1351/pac199567081307	goldbook
glyconic acids	goldbook:A00212	aldonic acids	oboInOwl:hasRelatedSynonym			goldbook
aldonic acids	goldbook:A00212	aldonic acids	rdfs:label		doi:10.1351/pac199567081307	goldbook
aldoses	goldbook:A00213	aldoses	rdfs:label		doi:10.1351/pac199567081307	goldbook
aldoximes	goldbook:A00214	aldoximes	rdfs:label		doi:10.1351/pac199567081307	goldbook
alert levels	goldbook:A00215	alert levels	rdfs:label		doi:10.1351/pac199062112167	goldbook
alicyclic compounds	goldbook:A00216	alicyclic compounds	rdfs:label		doi:10.1351/pac199567081307	goldbook
aliphatic compounds	goldbook:A00217	aliphatic compounds	rdfs:label		doi:10.1351/pac199567081307	goldbook
aliquot	goldbook:A00218	aliquot	rdfs:label		doi:10.1351/pac199062061193,doi:10.1351/pac199062112167	goldbook
alkaloids	goldbook:A00220	alkaloids	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkalosis	goldbook:A00221	alkalosis	rdfs:label		doi:10.1351/pac199365092003	goldbook
alkanes	goldbook:A00222	alkanes	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkanium ions	goldbook:A00223	alkanium ions	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkenes	goldbook:A00224	alkenes	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkoxides	goldbook:A00225	alkoxides	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkoxyamines	goldbook:A00226	alkoxyamines	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkylenes	goldbook:A00227	alkylenes	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkyl groups	goldbook:A00228	alkyl groups	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkylideneaminoxyl radicals	goldbook:A00230	alkylideneaminoxyl radicals	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkylideneaminyl radicals	goldbook:A00231	alkylideneaminyl radicals	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkylidene groups	goldbook:A00232	alkylidene groups	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkylidenes	goldbook:A00233	alkylidenes	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkylidynes	goldbook:A00234	alkylidynes	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkyl radicals	goldbook:A00235	alkyl radicals	rdfs:label		doi:10.1351/pac199567081307	goldbook
alkynes	goldbook:A00236	alkynes	rdfs:label		doi:10.1351/pac199567081307	goldbook
allele	goldbook:A00237	allele	rdfs:label		doi:10.1351/pac199264010143	goldbook
allenes	goldbook:A00238	allenes	rdfs:label		doi:10.1351/pac199567081307	goldbook
allosteric enzymes	goldbook:A00240	allosteric enzymes	rdfs:label		doi:10.1351/pac199264010143	goldbook
allostery	goldbook:A00241	allostery	rdfs:label		doi:10.1351/pac199466122587	goldbook
allotropes	goldbook:A00243	allotropes	rdfs:label		doi:10.1515/pac-2014-0718	goldbook
allotriomorphic transition	goldbook:A00244	allotropic transition	oboInOwl:hasRelatedSynonym			goldbook
allotropic transition	goldbook:A00244	allotropic transition	rdfs:label		doi:10.1351/pac199466030577	goldbook
allylic groups	goldbook:A00245	allylic groups	rdfs:label		doi:10.1351/pac199567081307	goldbook
allylic intermediates	goldbook:A00246	allylic intermediates	rdfs:label		doi:10.1351/pac199567081307	goldbook
allylic substitution reaction	goldbook:A00247	allylic substitution reaction	rdfs:label		doi:10.1351/pac199466051077	goldbook
alternant	goldbook:A00249	alternant	rdfs:label		doi:10.1351/pac199466051077	goldbook
alternating copolymer	goldbook:A00250	alternating copolymer	rdfs:label		doi:10.1351/pac199668122287	goldbook
alternating copolymerization	goldbook:A00251	alternating copolymerization	rdfs:label		doi:10.1351/pac199668122287	goldbook
alternating current	goldbook:A00252	alternating current	rdfs:label		doi:10.1351/pac198557101491	goldbook
alternating voltage	goldbook:A00254	alternating voltage	rdfs:label		doi:10.1351/pac198557101491	goldbook
altocumulus cloud	goldbook:A00256	altocumulus cloud	rdfs:label		doi:10.1351/pac199062112167	goldbook
altostratus cloud	goldbook:A00257	altostratus cloud	rdfs:label		doi:10.1351/pac199062112167	goldbook
ambident	goldbook:A00258	ambident	rdfs:label		doi:10.1351/pac199466051077	goldbook
ambient air	goldbook:A00259	ambient air	rdfs:label		doi:10.1351/pac199062112167	goldbook
ambient air quality	goldbook:A00260	ambient air quality	rdfs:label		doi:10.1351/pac199062112167	goldbook
<i>ambo</i>	goldbook:A00261	<i>ambo</i>	rdfs:label		doi:10.1351/pac199668122193	goldbook
Ames/salmonella test	goldbook:A00262	Ames/salmonella test	rdfs:label		doi:10.1351/pac199062112167	goldbook
amic acids	goldbook:A00263	amic acids	rdfs:label		doi:10.1351/pac199567081307	goldbook
amide oximes	goldbook:A00265	amide oximes	rdfs:label		doi:10.1351/pac199567081307	goldbook
amides	goldbook:A00266	amides	rdfs:label		doi:10.1351/pac199567081307	goldbook
amidines	goldbook:A00267	amidines	rdfs:label		doi:10.1351/pac199567081307	goldbook
amidium ions	goldbook:A00268	amidium ions	rdfs:label		doi:10.1351/pac199567081307	goldbook
amidrazones	goldbook:A00269	amidrazones	rdfs:label		doi:10.1351/pac199567081307	goldbook
aminals	goldbook:A00270	aminals	rdfs:label		doi:10.1351/pac199567081307	goldbook
amine imides	goldbook:A00271	amine imides	rdfs:label		doi:10.1351/pac199567081307	goldbook
amine oxides	goldbook:A00273	amine oxides	rdfs:label		doi:10.1351/pac199567081307	goldbook
amines	goldbook:A00274	amines	rdfs:label		doi:10.1351/pac199567081307	goldbook
amine ylides	goldbook:A00275	amine ylides	rdfs:label		doi:10.1351/pac199567081307	goldbook
aminium ions	goldbook:A00277	aminium ions	rdfs:label		doi:10.1351/pac199567081307	goldbook
aminiumyl radical ions	goldbook:A00278	aminiumyl radical ions	rdfs:label		doi:10.1351/pac199567081307	goldbook
amino sugars	goldbook:A00283	amino sugars	rdfs:label		doi:10.1351/pac199567081307	goldbook
aminoxides	goldbook:A00284	aminoxides	rdfs:label		doi:10.1351/pac199567081307	goldbook
aminooxyl radicals	goldbook:A00285	aminoxyl radicals	oboInOwl:hasRelatedSynonym			goldbook
iminooxy radicals	goldbook:A00285	aminoxyl radicals	oboInOwl:hasRelatedSynonym			goldbook
aminoxyl radicals	goldbook:A00285	aminoxyl radicals	rdfs:label		doi:10.1351/pac199567081307	goldbook
aminyl radicals	goldbook:A00289	aminyl radicals	rdfs:label		doi:10.1351/pac199567081307	goldbook
ammonium ylides	goldbook:A00292	ammonium ylides	rdfs:label		doi:10.1351/pac199567081307	goldbook
ammoniumyl radical ions	goldbook:A00293	ammoniumyl radical ions	rdfs:label		doi:10.1351/pac199567081307	goldbook
amorphous carbon	goldbook:A00294	amorphous carbon	rdfs:label		doi:10.1351/pac199567030473	goldbook
chemical amount	goldbook:A00297	amount of substance	oboInOwl:hasRelatedSynonym			goldbook
amount of substance	goldbook:A00297	amount of substance	rdfs:label		doi:10.1515/pac-2017-0106	goldbook
amperometric detection method	goldbook:A00301	amperometric detection method	rdfs:label		doi:10.1351/pac199062112167	goldbook
amphipathic	goldbook:A00302	amphipathic	rdfs:label		doi:10.1351/pac197231040577	goldbook
amphiphilic	goldbook:A00303	amphiphilic	rdfs:label		doi:10.1351/pac199466051077	goldbook
amphiprotic	goldbook:A00304	amphiprotic solvent	oboInOwl:hasRelatedSynonym			goldbook
amphiprotic solvent	goldbook:A00304	amphiprotic solvent	rdfs:label		doi:10.1351/pac199466051077	goldbook
amphoteric	goldbook:A00306	amphoteric	rdfs:label		doi:10.1351/pac199466051077	goldbook
amplification reaction	goldbook:A00307	amplification reaction	rdfs:label		doi:10.1351/pac198254122553	goldbook
amplitude of alternating current	goldbook:A00310	amplitude of alternating current	rdfs:label		doi:10.1351/pac198557101491	goldbook
amplitude of alternating voltage	goldbook:A00311	amplitude of alternating voltage	rdfs:label		doi:10.1351/pac198557101491	goldbook
AM 0 sunlight	goldbook:A00312	AM 0 sunlight	rdfs:label		doi:10.1351/pac200779030293	goldbook
AM 1	goldbook:A00313	AM 1 sunlight	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
AM 1 sunlight	goldbook:A00313	AM 1 sunlight	rdfs:label		doi:10.1351/pac200779030293	goldbook
anabolism	goldbook:A00314	anabolism	rdfs:label		doi:10.1351/pac199264010143,doi:10.1351/pac199365092003	goldbook
anaerobe	goldbook:A00315	anaerobe	rdfs:label		doi:10.1351/pac199264010143	goldbook
anaerobic	goldbook:A00316	anaerobic	rdfs:label		doi:10.1351/pac199365092003	goldbook
anaesthetic	goldbook:A00317	anaesthetic	rdfs:label		doi:10.1351/pac199365092003	goldbook
analgesic	goldbook:A00318	analgesic	rdfs:label		doi:10.1351/pac199365092003	goldbook
analogue metabolism	goldbook:A00319	analogue metabolism	rdfs:label		doi:10.1351/pac199365092003	goldbook
analogue to digital converter (pulse)	goldbook:A00320	analogue to digital converter (pulse)	rdfs:label		doi:10.1351/pac198254081533	goldbook
analyte	goldbook:A00331	analyte	rdfs:label		doi:10.1351/pac198961091657	goldbook
analytical function	goldbook:A00332	analytical function	rdfs:label		doi:10.1351/pac199062112167	goldbook
analytical instrument	goldbook:A00333	analytical instrument	rdfs:label		doi:10.1351/pac198961091657	goldbook
analytical intercomparison	goldbook:A00334	analytical intercomparison	rdfs:label		doi:10.1351/pac198254081533	goldbook
analytical pyrolysis	goldbook:A00336	analytical pyrolysis	rdfs:label		doi:10.1351/pac199365112405	goldbook
analytical quality control	goldbook:A00337	analytical quality control	rdfs:label		doi:10.1351/pac198254081533	goldbook
radioanalytical chemistry	goldbook:A00338	analytical radiochemistry	oboInOwl:hasRelatedSynonym			goldbook
analytical radiochemistry	goldbook:A00338	analytical radiochemistry	rdfs:label		doi:10.1351/pac198254081533	goldbook
analyser	goldbook:A00342	analytical unit	oboInOwl:hasRelatedSynonym			goldbook
analytical unit	goldbook:A00342	analytical unit	rdfs:label		doi:10.1351/pac199062112167	goldbook
aneroid barometer	goldbook:A00344	aneroid barometer	rdfs:label		doi:10.1351/pac199062112167	goldbook
Anger camera	goldbook:A00345	Anger camera	rdfs:label		doi:10.1351/pac199567101745	goldbook
plane angle	goldbook:A00346	angle	oboInOwl:hasRelatedSynonym			goldbook
angle	goldbook:A00346	angle	rdfs:label		doi:10.1351/pac199668040957	goldbook
Baeyer strain	goldbook:A00349	angle strain	oboInOwl:hasRelatedSynonym			goldbook
angle strain	goldbook:A00349	angle strain	rdfs:label		doi:10.1351/pac199668122193	goldbook
angular distribution	goldbook:A00351	angular distribution	rdfs:label		doi:10.1351/pac199668010149	goldbook
anhydro bases	goldbook:A00355	anhydro bases	rdfs:label		doi:10.1351/pac199567081307	goldbook
anilides	goldbook:A00356	anilides	rdfs:label		doi:10.1351/pac199567081307	goldbook
anils	goldbook:A00357	anils	rdfs:label		doi:10.1351/pac199567081307	goldbook
anion	goldbook:A00358	anion	rdfs:label		doi:10.1515/pac-2014-0718	goldbook
anion exchange	goldbook:A00359	anion exchange	rdfs:label		doi:10.1351/pac199365040819	goldbook
anion exchanger	goldbook:A00360	anion exchanger	rdfs:label		doi:10.1351/pac199365040819	goldbook
anionic polymerization	goldbook:A00361	anionic polymerization	rdfs:label		doi:10.1351/pac199668122287	goldbook
anionotropy	goldbook:A00362	anionotropic rearrangement	oboInOwl:hasRelatedSynonym			goldbook
anionotropic rearrangement	goldbook:A00362	anionotropic rearrangement	rdfs:label		doi:10.1351/pac199466051077	goldbook
annelation	goldbook:A00365	annelation	rdfs:label		doi:10.1351/pac199466051077	goldbook
annulation	goldbook:A00367	annulation	rdfs:label		doi:10.1351/pac199466051077	goldbook
annulenes	goldbook:A00368	annulenes	rdfs:label		doi:10.1351/pac199466051077,doi:10.1351/pac199567081307	goldbook
annulenylidenes	goldbook:A00369	annulenylidenes	rdfs:label		doi:10.1351/pac199567081307	goldbook
anodic transfer coefficient	goldbook:A00371	anodic transfer coefficient	rdfs:label		doi:10.1351/pac197437040499	goldbook
anomeric effect	goldbook:A00372	anomeric effect	rdfs:label		doi:10.1351/pac199668122193	goldbook
anomers	goldbook:A00373	anomers	rdfs:label		doi:10.1351/pac199668122193	goldbook
ansa compounds	goldbook:A00374	ansa compounds	rdfs:label		doi:10.1351/pac199567081307	goldbook
antagonism	goldbook:A00375	antagonism	rdfs:label		doi:10.1351/pac199365092003	goldbook
antagonist	goldbook:A00376	antagonist	rdfs:label		doi:10.1351/pac199365092003	goldbook
antarafacial	goldbook:A00377	antarafacial	rdfs:label		doi:10.1351/pac199466051077	goldbook
anthelminthic	goldbook:A00378	anthelmintic	oboInOwl:hasRelatedSynonym			goldbook
anthelminth	goldbook:A00378	anthelmintic	oboInOwl:hasRelatedSynonym			goldbook
anthelmintic	goldbook:A00378	anthelmintic	rdfs:label		doi:10.1351/pac199365092003	goldbook
anthocyanidins	goldbook:A00379	anthocyanidins	rdfs:label		doi:10.1351/pac199567081307	goldbook
anthocyanins	goldbook:A00380	anthocyanins	rdfs:label		doi:10.1351/pac199567081307	goldbook
anti	goldbook:A00381	anti	rdfs:label		doi:10.1351/pac199466051077,doi:10.1351/pac199668122193	goldbook
antiaromatic compounds	goldbook:A00382	antiaromatic compounds	rdfs:label		doi:10.1351/pac199567081307	goldbook
antibiotic	goldbook:A00383	antibiotic	rdfs:label		doi:10.1351/pac199365092003	goldbook
antibody	goldbook:A00384	antibody	rdfs:label		doi:10.1351/pac199264010143,doi:10.1351/pac199365092003	goldbook
anticholinergic	goldbook:A00385	anticholinergic	rdfs:label		doi:10.1351/pac199365092003	goldbook
anticircular development	goldbook:A00386	anticircular elution	oboInOwl:hasRelatedSynonym			goldbook
anticircular elution	goldbook:A00386	anticircular elution	rdfs:label		doi:10.1351/pac199365040819	goldbook
