text	curie	name	predicate	type	provenance	source
TDI	goldbook:16145	tolerable daily intake	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
tolerable daily intake	goldbook:16145	tolerable daily intake	rdfs:label		doi:10.1351/pac200779071153	goldbook
tolerable risk	goldbook:16146	tolerable risk	rdfs:label		doi:10.1351/pac200779071153	goldbook
TWI	goldbook:16147	tolerable weekly intake	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
provisional tolerable weekly intake (PTWI)	goldbook:16147	tolerable weekly intake	oboInOwl:hasRelatedSynonym			goldbook
tolerable weekly intake	goldbook:16147	tolerable weekly intake	rdfs:label		doi:10.1351/pac200779071153	goldbook
tonic	goldbook:16148	tonic	rdfs:label		doi:10.1351/pac200779071153	goldbook
topical	goldbook:16149	topical	rdfs:label		doi:10.1351/pac200779071153	goldbook
torsade de pointes	goldbook:16150	torsade de pointes	rdfs:label		doi:10.1351/pac200779071153	goldbook
total diet study	goldbook:16151	total diet study	rdfs:label		doi:10.1351/pac200779071153	goldbook
total terminal residue	goldbook:16152	total terminal residue	rdfs:label		doi:10.1351/pac200779071153	goldbook
blood poisoning	goldbook:16153	toxemia	oboInOwl:hasRelatedSynonym			goldbook
toxemia	goldbook:16153	toxemia	rdfs:label		doi:10.1351/pac200779071153	goldbook
superthreshold dose	goldbook:16154	toxic dose	oboInOwl:hasRelatedSynonym			goldbook
toxic dose	goldbook:16154	toxic dose	rdfs:label		doi:10.1351/pac200779071153	goldbook
toxicity test	goldbook:16155	toxicity test	rdfs:label		doi:10.1351/pac200779071153	goldbook
toxicogenomics	goldbook:16156	toxicogenomics	rdfs:label		doi:10.1351/pac200779071153	goldbook
toxicological data sheet	goldbook:16157	toxicological data sheet	rdfs:label		doi:10.1351/pac200779071153	goldbook
toxicometry	goldbook:16158	toxicometry	rdfs:label		doi:10.1351/pac200779071153	goldbook
toxicophobia	goldbook:16159	toxicophobia	rdfs:label		doi:10.1351/pac200779071153	goldbook
toxogenic group	goldbook:16160	toxicophoric group	oboInOwl:hasRelatedSynonym			goldbook
toxophoric group	goldbook:16160	toxicophoric group	oboInOwl:hasRelatedSynonym			goldbook
toxicophoric group	goldbook:16160	toxicophoric group	rdfs:label		doi:10.1351/pac200779071153	goldbook
toxicovigilance	goldbook:16161	toxicovigilance	rdfs:label		doi:10.1351/pac200779071153	goldbook
toxification	goldbook:16162	toxification	rdfs:label		doi:10.1351/pac200779071153	goldbook
tracer substance	goldbook:16163	tracer substance	rdfs:label		doi:10.1351/pac200779071153	goldbook
transcriptome	goldbook:16164	transcriptome	rdfs:label		doi:10.1351/pac200779071153	goldbook
transcriptomics	goldbook:16165	transcriptomics	rdfs:label		doi:10.1351/pac200779071153	goldbook
transformed cell	goldbook:16166	transformed cell	rdfs:label		doi:10.1351/pac200779071153	goldbook
transgene	goldbook:16167	transgene	rdfs:label		doi:10.1351/pac200779071153	goldbook
treatability	goldbook:16168	treatability	rdfs:label		doi:10.1351/pac200779071153	goldbook
triage	goldbook:16169	triage	rdfs:label		doi:10.1351/pac200779071153	goldbook
trueness	goldbook:16170	trueness	rdfs:label		doi:10.1351/pac200779071153	goldbook
tubular reabsorption	goldbook:16171	tubular reabsorption	rdfs:label		doi:10.1351/pac200779071153	goldbook
tumorigenic	goldbook:16172	tumorigenic	rdfs:label		doi:10.1351/pac200779071153	goldbook
tumor progression	goldbook:16173	tumor progression	rdfs:label		doi:10.1351/pac200779071153	goldbook
tumor suppressor gene	goldbook:16174	tumor suppressor gene	rdfs:label		doi:10.1351/pac200779071153	goldbook
two-compartment model	goldbook:16175	two-compartment model	rdfs:label		doi:10.1351/pac200779071153	goldbook
ulcer	goldbook:16176	ulcer	rdfs:label		doi:10.1351/pac200779071153	goldbook
measurement uncertainty	goldbook:16177	uncertainty	oboInOwl:hasRelatedSynonym			goldbook
uncertainty	goldbook:16177	uncertainty	rdfs:label		doi:10.1351/pac200779071153	goldbook
unit risk	goldbook:16178	unit risk	rdfs:label		doi:10.1351/pac200779071153	goldbook
upper boundary	goldbook:16179	upper boundary	rdfs:label		doi:10.1351/pac200779071153	goldbook
urticaria	goldbook:16180	urticaria	rdfs:label		doi:10.1351/pac200779071153	goldbook
vacuole	goldbook:16181	vacuole	rdfs:label		doi:10.1351/pac200779071153	goldbook
validity of a measurement	goldbook:16182	validity of a measurement	rdfs:label		doi:10.1351/pac200779071153	goldbook
validity	goldbook:16183	validity	rdfs:label		doi:10.1351/pac200779071153	goldbook
vasodilation	goldbook:16184	vasodilation	rdfs:label		doi:10.1351/pac200779071153	goldbook
vehicle	goldbook:16185	vehicle	rdfs:label		doi:10.1351/pac200779071153	goldbook
ventilation	goldbook:16186	ventilation	rdfs:label		doi:10.1351/pac200779071153	goldbook
ventricular fibrillation	goldbook:16187	ventricular fibrillation	rdfs:label		doi:10.1351/pac200779071153	goldbook
vermicide	goldbook:16188	vermicide	rdfs:label		doi:10.1351/pac200779071153	goldbook
vesicant	goldbook:16189	vesicant	rdfs:label		doi:10.1351/pac200779071153	goldbook
VSD	goldbook:16190	virtually safe dose	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
virtually safe dose	goldbook:16190	virtually safe dose	rdfs:label		doi:10.1351/pac200779071153	goldbook
antiviral	goldbook:16191	virucide	oboInOwl:hasRelatedSynonym			goldbook
virucide	goldbook:16191	virucide	rdfs:label		doi:10.1351/pac200779071153	goldbook
wasting syndrome	goldbook:16192	wasting syndrome	rdfs:label		doi:10.1351/pac200779071153	goldbook
water potential	goldbook:16193	water potential	rdfs:label		doi:10.1351/pac200779071153	goldbook
weight-of-evidence for toxicity	goldbook:16194	weight-of-evidence for toxicity	rdfs:label		doi:10.1351/pac200779071153	goldbook
working zone	goldbook:16195	working zone	rdfs:label		doi:10.1351/pac200779071153	goldbook
x-disease	goldbook:16196	x-disease	rdfs:label		doi:10.1351/pac200779071153	goldbook
zero-order kinetics	goldbook:16197	zero-order kinetics	rdfs:label		doi:10.1351/pac200779071153	goldbook
zoocide	goldbook:16198	zoocide	rdfs:label		doi:10.1351/pac200779071153	goldbook
caged compound	goldbook:16199	caged compound	rdfs:label		doi:10.1351/pac200779030293	goldbook
CT	goldbook:16200	charge-transfer absorption	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
CT absorption	goldbook:16200	charge-transfer absorption	oboInOwl:hasRelatedSynonym			goldbook
charge-transfer absorption	goldbook:16200	charge-transfer absorption	rdfs:label		doi:10.1351/pac200779030293	goldbook
cis/trans photoisomerisation	goldbook:16201	cis/trans photoisomerisation	rdfs:label		doi:10.1351/pac200779030293	goldbook
external quantum efficiency	goldbook:16202	external quantum efficiency	rdfs:label		doi:10.1351/pac200779030293	goldbook
Franck–Condon factor	goldbook:16203	Franck–Condon factor	rdfs:label		doi:10.1351/pac200779030293	goldbook
Lippert–Mataga equation	goldbook:16205	Lippert–Mataga equation	rdfs:label		doi:10.1351/pac200779030293	goldbook
photocaged fluorescent molecules	goldbook:16206	photocaged fluorescent molecules	rdfs:label		doi:10.1351/pac200779030293	goldbook
photochemical aromatic substitution	goldbook:16207	photochemical aromatic substitution	rdfs:label		doi:10.1351/pac200779030293	goldbook
photo-EOCAS	goldbook:16208	aromatic substitution photochemical electrophile-olefin combination	oboInOwl:hasRelatedSynonym			goldbook
aromatic substitution photochemical electrophile-olefin combination	goldbook:16208	aromatic substitution photochemical electrophile-olefin combination	rdfs:label		doi:10.1351/pac200779030293	goldbook
photo-NOCAS	goldbook:16209	photochemical nucleophile-olefin combination - aromatic substitution	oboInOwl:hasRelatedSynonym			goldbook
photochemical nucleophile-olefin combination - aromatic substitution	goldbook:16209	photochemical nucleophile-olefin combination - aromatic substitution	rdfs:label		doi:10.1351/pac200779030293	goldbook
photo-ROCAS	goldbook:16210	aromatic substitution photochemical radical-olefin combination	oboInOwl:hasRelatedSynonym			goldbook
aromatic substitution photochemical radical-olefin combination	goldbook:16210	aromatic substitution photochemical radical-olefin combination	rdfs:label		doi:10.1351/pac200779030293	goldbook
photochirogenesis	goldbook:16211	photochirogenesis	rdfs:label		doi:10.1351/pac200779030293	goldbook
photoenolisation	goldbook:16212	photoenolisation	rdfs:label		doi:10.1351/pac200779030293	goldbook
photorefractive effect	goldbook:16213	photorefractive effect	rdfs:label		doi:10.1351/pac200779030293	goldbook
PPG	goldbook:16214	photoremovable protecting group	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
photoremovable protecting group	goldbook:16214	photoremovable protecting group	rdfs:label		doi:10.1351/pac200779030293	goldbook
photostimulated unimolecular radical nucleophilic substitution	goldbook:16215	photostimulated unimolecular radical nucleophilic substitution	rdfs:label		doi:10.1351/pac200779030293	goldbook
photosubstitution	goldbook:16216	photosubstitution	rdfs:label		doi:10.1351/pac200779030293	goldbook
phototautomerisation	goldbook:16217	phototautomerisation	rdfs:label		doi:10.1351/pac200779030293	goldbook
polar driving force	goldbook:16218	polar driving force	rdfs:label		doi:10.1351/pac200779030293	goldbook
polarisation spectroscopy	goldbook:16219	polarisation spectroscopy	rdfs:label		doi:10.1351/pac200779030293	goldbook
spectral fluence	goldbook:16221	spectral fluence	rdfs:label		doi:10.1351/pac200779030293	goldbook
genetic epidemiology	goldbook:16224	genetic epidemiology	rdfs:label		doi:10.1351/pac200779071153	goldbook
risk ratio	goldbook:16225	risk ratio	rdfs:label		doi:10.1351/pac200779071153	goldbook
TER	goldbook:16226	toxicity exposure ratio	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
toxicity exposure ratio	goldbook:16226	toxicity exposure ratio	rdfs:label		doi:10.1351/pac200779071153	goldbook
butterfly entanglement	goldbook:16228	bowtie entanglement	oboInOwl:hasRelatedSynonym			goldbook
bowtie entanglement	goldbook:16228	bowtie entanglement	rdfs:label		doi:10.1351/pac200779101801	goldbook
acute effect	goldbook:16229	acute effect	rdfs:label		doi:10.1351/pac200779091583	goldbook
acute exposure	goldbook:16230	acute exposure	rdfs:label		doi:10.1351/pac200779091583	goldbook
chronic	goldbook:16231	chronic	rdfs:label		doi:10.1351/pac200779091583	goldbook
long-term exposure	goldbook:16232	chronic exposure	oboInOwl:hasRelatedSynonym			goldbook
chronic exposure	goldbook:16232	chronic exposure	rdfs:label		doi:10.1351/pac200779091583	goldbook
BMC	goldbook:16233	benchmark concentration	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
benchmark concentration	goldbook:16233	benchmark concentration	rdfs:label		doi:10.1351/pac200779091583	goldbook
PBPK	goldbook:16234	physiologically based pharmacokinetic modeling	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
toxicologically based pharmacokinetic modeling	goldbook:16234	physiologically based pharmacokinetic modeling	oboInOwl:hasRelatedSynonym			goldbook
physiologically based pharmacokinetic modeling	goldbook:16234	physiologically based pharmacokinetic modeling	rdfs:label		doi:10.1351/pac200779091583	goldbook
deterministic process	goldbook:16235	deterministic effect	oboInOwl:hasRelatedSynonym			goldbook
deterministic effect	goldbook:16235	deterministic effect	rdfs:label		doi:10.1351/pac200779091583	goldbook
stochastic	goldbook:16236	stochastic	rdfs:label		doi:10.1351/pac200779091583	goldbook
effect	goldbook:16237	effect	rdfs:label		doi:10.1351/pac200779091583	goldbook
elimination rate	goldbook:16238	elimination rate	rdfs:label		doi:10.1351/pac200779091583	goldbook
local effect	goldbook:16239	local effect	rdfs:label		doi:10.1351/pac200779091583	goldbook
toxicant	goldbook:16240	toxicant	rdfs:label		doi:10.1351/pac200779091583	goldbook
medicine	goldbook:16241	medicine	rdfs:label		doi:10.1351/pac200779091583	goldbook
suspension of solid charged particles	goldbook:16242	suspension of solid charged particles	rdfs:label		doi:10.1351/pac200779010081	goldbook
suspension potentiometric cell	goldbook:16243	suspension potentiometric cell	rdfs:label		doi:10.1351/pac200779010081	goldbook
anomalous liquid junction potential	goldbook:16244	anomalous liquid junction potential	rdfs:label		doi:10.1351/pac200779010081	goldbook
pIon	goldbook:16245	pIon	rdfs:label		doi:10.1351/pac200779010081	goldbook
soil suspension pH	goldbook:16246	suspension pH	oboInOwl:hasRelatedSynonym			goldbook
suspension soil pH	goldbook:16246	suspension pH	oboInOwl:hasRelatedSynonym			goldbook
suspension pH	goldbook:16246	suspension pH	rdfs:label		doi:10.1351/pac200779010081	goldbook
bridgehead	goldbook:16247	bridgehead atom	oboInOwl:hasRelatedSynonym			goldbook
bridgehead atom	goldbook:16247	bridgehead atom	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
unimolecular	goldbook:16248	unimolecular	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
initialisation	goldbook:16249	initialisation	rdfs:label		doi:10.1515/pac-2020-1211	goldbook
conjugate	goldbook:16250	conjugate	rdfs:label		doi:10.1515/pac-2020-0502	goldbook
scattering coefficient	goldbook:16251	scattering coefficient	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
NA	goldbook:16252	numerical aperture	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
numerical aperture	goldbook:16252	numerical aperture	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
molar activity (material)	goldbook:16253	molar activity (material)	rdfs:label		doi:10.1515/pac-2019-0302	goldbook
Nernstian response	goldbook:16254	Nernstian response	rdfs:label		doi:10.1515/pac-2018-0109	goldbook
pre-column derivatisation	goldbook:16256	pre-column derivatisation	rdfs:label		doi:10.1515/pac-2017-0111	goldbook
phase volume ratio	goldbook:16257	phase volume ratio	rdfs:label		doi:10.1515/pac-2017-0111	goldbook
total mobile-phase volume in column	goldbook:16258	total mobile-phase volume in column	rdfs:label		doi:10.1515/pac-2017-0111	goldbook
retention time	goldbook:16259	retention time	rdfs:label		doi:10.1515/pac-2017-0111	goldbook
total mobile phase time	goldbook:16260	total mobile phase time	rdfs:label		doi:10.1515/pac-2017-0111	goldbook
alveolar phase	goldbook:16261	alveolar period	oboInOwl:hasRelatedSynonym			goldbook
alveolar period	goldbook:16261	alveolar period	rdfs:label		doi:10.1515/pac-2015-1202	goldbook
osteoblast	goldbook:16262	osteoblast	rdfs:label		doi:10.1515/pac-2015-1202	goldbook
belly button	goldbook:16263	umbilicus	oboInOwl:hasRelatedSynonym			goldbook
navel	goldbook:16263	umbilicus	oboInOwl:hasRelatedSynonym			goldbook
umbilicus	goldbook:16263	umbilicus	rdfs:label		doi:10.1515/pac-2015-1202	goldbook
dyspnea	goldbook:16264	dyspnea	rdfs:label		doi:10.1515/pac-2015-0103	goldbook
neuropeptide	goldbook:16265	neuropeptide	rdfs:label		doi:10.1515/pac-2015-0103	goldbook
NTE	goldbook:16266	neurotoxic esterase assay	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
NTE assay	goldbook:16266	neurotoxic esterase assay	oboInOwl:hasRelatedSynonym			goldbook
neurotoxic esterase assay	goldbook:16266	neurotoxic esterase assay	rdfs:label		doi:10.1515/pac-2015-0103	goldbook
photo-induced toxicity	goldbook:16267	photo-induced toxicity	rdfs:label		doi:10.1351/PAC-REC-08-07-09	goldbook
independent component	goldbook:16268	component	oboInOwl:hasRelatedSynonym			goldbook
thermodynamic component	goldbook:16268	component	oboInOwl:hasRelatedSynonym			goldbook
component	goldbook:16268	component	rdfs:label		doi:10.1351/pac200880020233	goldbook
constituent	goldbook:16269	constituent	rdfs:label		doi:10.1351/pac200880020233	goldbook
mixture	goldbook:16270	mixture	rdfs:label		doi:10.1351/pac200880020233	goldbook
alpha-addition	goldbook:A00001	α-addition	oboInOwl:hasRelatedSynonym			goldbook
1/1/addition	goldbook:A00001	α-addition	oboInOwl:hasRelatedSynonym			goldbook
α-addition	goldbook:A00001	α-addition	rdfs:label		doi:10.1351/pac199466051077	goldbook
alpha, beta	goldbook:A00003	α, β	oboInOwl:hasRelatedSynonym			goldbook
α, β	goldbook:A00003	α, β	rdfs:label		doi:10.1351/pac199668122193	goldbook
alpha-cleavage	goldbook:A00004	α-cleavage	oboInOwl:hasRelatedSynonym			goldbook
α-cleavage	goldbook:A00004	α-cleavage	rdfs:label		doi:10.1351/pac199163101541	goldbook
alpha-decay	goldbook:A00005	α-decay	oboInOwl:hasRelatedSynonym			goldbook
α-decay	goldbook:A00005	α-decay	rdfs:label		doi:10.1351/pac198254081533	goldbook
α-effect	goldbook:A00006	α-effect	rdfs:label		doi:10.1351/pac199466051077	goldbook
α-elimination	goldbook:A00007	α-elimination	rdfs:label		doi:10.1351/pac199466051077	goldbook
α-oxo carbenes	goldbook:A00009	α-oxo carbenes	rdfs:label		doi:10.1351/pac199567081307	goldbook
Winstein–Holness A value	goldbook:A00012	'A' value	oboInOwl:hasRelatedSynonym			goldbook
'A' value	goldbook:A00012	'A' value	rdfs:label		doi:10.1351/pac199466051077	goldbook
abatement	goldbook:A00013	abatement	rdfs:label		doi:10.1351/pac199062112167	goldbook
<i>abeo-</i>	goldbook:A00014	<i>abeo-</i>	rdfs:label		doi:10.1351/pac199971071327	goldbook
abiological	goldbook:A00016	abiotic	oboInOwl:hasRelatedSynonym			goldbook
abiotic	goldbook:A00016	abiotic	rdfs:label		doi:10.1351/pac199365092003	goldbook
abiotic transformation	goldbook:A00017	abiotic transformation	rdfs:label		doi:10.1351/pac199365092003	goldbook
absolute activation analysis	goldbook:A00018	absolute activation analysis	rdfs:label		doi:10.1351/pac199466122513	goldbook
absolute configuration	goldbook:A00020	absolute configuration	rdfs:label		doi:10.1351/pac199668122193	goldbook
absolute counting	goldbook:A00021	absolute counting	rdfs:label		doi:10.1351/pac199466122513	goldbook
absolute electrode potential	goldbook:A00022	absolute electrode potential	rdfs:label		doi:10.1351/pac198658070955	goldbook
absolute full energy peak efficiency	goldbook:A00023	absolute full energy peak efficiency	rdfs:label		doi:10.1351/pac198254081533	goldbook
absolute lethal concentration	goldbook:A00024	absolute lethal concentration	rdfs:label		doi:10.1351/pac199365092003	goldbook
absolute lethal dose	goldbook:A00025	absolute lethal dose	rdfs:label		doi:10.1351/pac199365092003	goldbook
absolute photopeak efficiency	goldbook:A00026	absolute photopeak efficiency	rdfs:label		doi:10.1351/pac198254081533	goldbook
absolute preconcentration	goldbook:A00027	absolute preconcentration	rdfs:label		doi:10.1351/pac197951051195	goldbook
absorbance matching	goldbook:A00029	absorbance matching	rdfs:label		doi:10.1351/pac198860091449	goldbook
absorbed dose	goldbook:A00030	absorbed dose	rdfs:label		doi:10.1351/pac199365092003	goldbook
absorbed dose	goldbook:A00031	absorbed dose	rdfs:label		doi:10.1351/pac199365092003,doi:10.1351/pac199668040957	goldbook
absorbed electron coefficient	goldbook:A00032	absorbed electron coefficient	rdfs:label		doi:10.1351/pac198355122023	goldbook
absorbed electrons	goldbook:A00033	absorbed electrons	rdfs:label		doi:10.1351/pac198355122023	goldbook
absorber	goldbook:A00034	absorber	rdfs:label		doi:10.1351/pac199062112167	goldbook
absorption	goldbook:A00036	absorption	rdfs:label		doi:10.1351/pac199062112167	goldbook
absorption line	goldbook:A00041	absorption line	rdfs:label		doi:10.1351/pac199062112167	goldbook
absorption pathlength	goldbook:A00042	absorption pathlength	rdfs:label		doi:10.1351/pac198860091449	goldbook
absorption spectrum	goldbook:A00043	absorption spectrum	rdfs:label		doi:10.1351/pac199062112167	goldbook
absorptivity	goldbook:A00044	absorptivity	rdfs:label		doi:10.1351/pac199668122223	goldbook
abstraction	goldbook:A00045	abstraction	rdfs:label		doi:10.1351/pac199466051077	goldbook
abstraction process	goldbook:A00046	abstraction process	rdfs:label		doi:10.1351/pac197646010071	goldbook
abundance sensitivity	goldbook:A00048	abundance sensitivity	rdfs:label		doi:10.1351/pac199163101541	goldbook
high voltage scan	goldbook:A00050	accelerating voltage scan	oboInOwl:hasRelatedSynonym			goldbook
accelerating voltage scan	goldbook:A00050	accelerating voltage scan	rdfs:label		doi:10.1351/pac199163101541	goldbook
acceleration	goldbook:A00051	acceleration	rdfs:label		doi:10.1351/pac199668040957	goldbook
acceleration of free fall	goldbook:A00053	acceleration of free fall	rdfs:label		doi:10.1351/pac199668040957	goldbook
AN	goldbook:A00056	acceptor number	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
acceptor number	goldbook:A00056	acceptor number	rdfs:label		doi:10.1351/pac199466051077	goldbook
accommodation coefficient	goldbook:A00057	accommodation coefficient	rdfs:label		doi:10.1351/pac199062112167	goldbook
accretion	goldbook:A00058	accretion	rdfs:label		doi:10.1351/pac199062112167	goldbook
accuracy	goldbook:A00059	accuracy	rdfs:label		doi:10.1351/pac199062112167	goldbook
accuracy	goldbook:A00060	accuracy	rdfs:label		doi:10.1351/pac198961091657,doi:10.1351/pac199062112167,doi:10.1351/pac199466030595	goldbook
acenes	goldbook:A00061	acenes	rdfs:label		doi:10.1351/pac199567081307	goldbook
acetals	goldbook:A00062	acetals	rdfs:label		doi:10.1351/pac199567081307	goldbook
acetonides	goldbook:A00064	acetonides	rdfs:label		doi:10.1351/pac199567081307	goldbook
acetylene black	goldbook:A00065	acetylene black	rdfs:label		doi:10.1351/pac199567030473	goldbook
acetylenes	goldbook:A00066	acetylenes	rdfs:label		doi:10.1351/pac199567081307	goldbook
acetylides	goldbook:A00067	acetylides	rdfs:label		doi:10.1351/pac199567081307	goldbook
Acheson graphite	goldbook:A00068	Acheson graphite	rdfs:label		doi:10.1351/pac199567030473	goldbook
acid	goldbook:A00071	acid	rdfs:label		doi:10.1351/pac199466051077	goldbook
anhydrides	goldbook:A00072	acid anhydrides	oboInOwl:hasRelatedSynonym			goldbook
acid anhydrides	goldbook:A00072	acid anhydrides	rdfs:label		doi:10.1351/pac199567081307	goldbook
acid deposition	goldbook:A00077	acid deposition	rdfs:label		doi:10.1351/pac199062112167	goldbook
acidity	goldbook:A00079	acidity	rdfs:label		doi:10.1351/pac199466051077	goldbook
acidity function	goldbook:A00081	acidity function	rdfs:label		doi:10.1351/pac199466051077	goldbook
acidosis	goldbook:A00082	acidosis	rdfs:label		doi:10.1351/pac199365092003	goldbook
acid rain	goldbook:A00083	acid rain	rdfs:label		doi:10.1351/pac199062112167	goldbook
<i>aci</i>-nitro compounds	goldbook:A00085	<i>aci</i>-nitro compounds	rdfs:label		doi:10.1351/pac199567081307	goldbook
actinic flux	goldbook:A00086	actinic flux	rdfs:label		doi:10.1351/pac199062112167	goldbook
actinometer	goldbook:A00087	actinometer	rdfs:label		doi:10.1351/pac199668122223	goldbook
action spectrum	goldbook:A00088	action spectrum	rdfs:label		doi:10.1351/pac199668122223	goldbook
activated adsorption process	goldbook:A00089	activated adsorption process	rdfs:label		doi:10.1351/pac197646010071	goldbook
activated carbon	goldbook:A00090	activated carbon	rdfs:label		doi:10.1351/pac199567030473	goldbook
activated charcoal	goldbook:A00091	activated charcoal	rdfs:label		doi:10.1351/pac199567030473	goldbook
activated complex	goldbook:A00092	activated complex	rdfs:label		doi:10.1351/pac199466051077	goldbook
activation	goldbook:A00093	activation	rdfs:label		doi:10.1351/pac199668010149	goldbook
activation	goldbook:A00094	activation	rdfs:label		doi:10.1351/pac198961010019	goldbook
activation	goldbook:A00095	activation	rdfs:label		doi:10.1351/pac199466122513	goldbook
nuclear activation analysis	goldbook:A00096	activation analysis	oboInOwl:hasRelatedSynonym			goldbook
activation analysis	goldbook:A00096	activation analysis	rdfs:label		doi:10.1351/pac199466122513	goldbook
activation cross-section	goldbook:A00101	activation cross-section	rdfs:label		doi:10.1351/pac199466122513	goldbook
activator	goldbook:A00104	activator	rdfs:label		doi:10.1351/pac199365102291	goldbook
active metal	goldbook:A00107	active metal	rdfs:label		doi:10.1351/pac198961010019	goldbook
active site	goldbook:A00108	active site	rdfs:label		doi:10.1351/pac197646010071	goldbook
active state	goldbook:A00111	active state	rdfs:label		doi:10.1351/pac198961010019	goldbook
active transport	goldbook:A00112	active transport	rdfs:label		doi:10.1351/pac199264010143	goldbook
decay rate	goldbook:A00114	activity	oboInOwl:hasRelatedSynonym			goldbook
disintegration rate	goldbook:A00114	activity	oboInOwl:hasRelatedSynonym			goldbook
activity	goldbook:A00114	activity	rdfs:label		doi:10.1351/pac199466122513,doi:10.1351/pac199668040957	goldbook
relative activity	goldbook:A00115	activity	oboInOwl:hasRelatedSynonym			goldbook
activity	goldbook:A00115	activity	rdfs:label		doi:10.1351/pac199668040957	goldbook
activity coefficient	goldbook:A00116	activity coefficient	rdfs:label		doi:10.1351/pac199062112167,doi:10.1351/pac199466030533,doi:10.1351/pac199668040957	goldbook
acylals	goldbook:A00119	acylals	rdfs:label		doi:10.1351/pac199567081307	goldbook
acyl carbenes	goldbook:A00121	acyl carbenes	rdfs:label		doi:10.1351/pac199567081307	goldbook
acyl groups	goldbook:A00123	acyl groups	rdfs:label		doi:10.1351/pac199567081307	goldbook
acyl halides	goldbook:A00124	acyl halides	rdfs:label		doi:10.1351/pac199567081307	goldbook
acyloins	goldbook:A00126	acyloins	rdfs:label		doi:10.1351/pac199567081307	goldbook
acyloxyl radicals	goldbook:A00127	acyloxyl radicals	rdfs:label		doi:10.1351/pac199567081307	goldbook
acyl species	goldbook:A00129	acyl species	rdfs:label		doi:10.1351/pac199365061357,doi:10.1351/pac199567081307	goldbook
addition	goldbook:A00132	addition	rdfs:label		doi:10.1351/pac199466051077	goldbook
addition reaction	goldbook:A00133	addition reaction	rdfs:label		doi:10.1351/pac199466051077	goldbook
additive name	goldbook:A00135	additive name	rdfs:label		doi:10.1351/pac199971071327	goldbook
additivity principle	goldbook:A00137	additivity principle	rdfs:label		doi:10.1351/pac199466051077	goldbook
adduct	goldbook:A00138	adduct	rdfs:label		doi:10.1351/pac199466051077	goldbook
adduct ion	goldbook:A00139	adduct ion	rdfs:label		doi:10.1351/pac199163101541	goldbook
adhesional wetting	goldbook:A00140	adhesional wetting	rdfs:label		doi:10.1351/pac197231040577	goldbook
adiabatic	goldbook:A00141	adiabatic	rdfs:label		doi:10.1351/pac199668010149	goldbook
adiabatic electron transfer	goldbook:A00142	adiabatic electron transfer	rdfs:label		doi:10.1351/pac199668122223	goldbook
adiabatic ionization	goldbook:A00143	adiabatic ionization	rdfs:label		doi:10.1351/pac199163101541	goldbook
adiabatic lapse rate	goldbook:A00144	adiabatic lapse rate	rdfs:label		doi:10.1351/pac199062112167	goldbook
adiabatic photoreaction	goldbook:A00145	adiabatic photoreaction	rdfs:label		doi:10.1351/pac199668122223	goldbook
adiabatic transition-state theory	goldbook:A00146	adiabatic transition-state theory	rdfs:label		doi:10.1351/pac199668010149	goldbook
adiabatic treatments of reaction rates	goldbook:A00147	adiabatic treatments of reaction rates	rdfs:label		doi:10.1351/pac199668010149	goldbook
adjuvant	goldbook:A00150	adjuvant	rdfs:label		doi:10.1351/pac199365092003	goldbook
adsorbate	goldbook:A00152	adsorbate	rdfs:label		doi:10.1351/pac199062112167	goldbook
adsorbent	goldbook:A00153	adsorbent	rdfs:label		doi:10.1351/pac199062112167	goldbook
adsorber	goldbook:A00154	adsorber	rdfs:label		doi:10.1351/pac199062112167	goldbook
adsorption	goldbook:A00155	adsorption	rdfs:label		doi:10.1351/pac199062112167	goldbook
adsorption capacity	goldbook:A00156	adsorption capacity	rdfs:label		doi:10.1351/pac197231040577	goldbook
adsorption chromatography	goldbook:A00157	adsorption chromatography	rdfs:label		doi:10.1351/pac199365040819	goldbook
adsorption complex	goldbook:A00158	adsorption complex	rdfs:label		doi:10.1351/pac197646010071	goldbook
adsorption current	goldbook:A00159	adsorption current	rdfs:label		doi:10.1351/pac198557101491	goldbook
adsorption hysteresis	goldbook:A00161	adsorption hysteresis	rdfs:label		doi:10.1351/pac197231040577	goldbook
adsorption isobar	goldbook:A00163	adsorption isobar	rdfs:label		doi:10.1351/pac197231040577	goldbook
adsorption isostere	goldbook:A00164	adsorption isostere	rdfs:label		doi:10.1351/pac197231040577	goldbook
adsorptive	goldbook:A00166	adsorptive	rdfs:label		doi:10.1351/pac197231040577	goldbook
