identifier	name	definition	synonyms	alts	parents	species
cph4	6-carboxy-5,6,7,8-tetrahydropterin			bigg.metabolite:6ctd|bigg.metabolite:_6ctd_c|bigg.metabolite:cph4_c		
cpmp	Cyclic pyranopterin monophosphate			bigg.metabolite:cpmp_c		
cpocdacp	Cyclopropanoyl octadecanoyl acyl carrier protein			bigg.metabolite:cpocdacp_c		
cpp1	Coproporphyrin I			bigg.metabolite:cpp1_h		
cpp3	Coproporphyrin III			bigg.metabolite:cpp3_c		
cpp3	Coproporphyrin III			bigg.metabolite:cpp3_h		
cpppg1	Coproporphyrinogen I			bigg.metabolite:cpppg1_e		
cpppg1	Coproporphyrinogen I			bigg.metabolite:cpppg1_c		
cpppg1	Coproporphyrinogen I			bigg.metabolite:cpppg1_h		
cpppg3	Coproporphyrinogen III			bigg.metabolite:cpppg3_h		
cpppg3	Coproporphyrinogen III			bigg.metabolite:cpppg3_c		
creat	Creatine cytosol			bigg.metabolite:creat_e		
creat	Creatine cytosol			bigg.metabolite:creat_c		
creat	Creatine cytosol			bigg.metabolite:creat_p		
creat	Creatine cytosol			bigg.metabolite:creat_m		
cresol	4-Cresol			bigg.metabolite:cresol_c		
cresol	4-Cresol			bigg.metabolite:cresol_e		
crglz	Carboxy-gliclazide			bigg.metabolite:crglz_e		
crglz	Carboxy-gliclazide			bigg.metabolite:crglz_c		
crglz	Carboxy-gliclazide			bigg.metabolite:crglz_r		
crm_cho	N-acylsphingosine			bigg.metabolite:crm_cho_e		
crm_cho	N-acylsphingosine			bigg.metabolite:crm_cho_g		
crm_cho	N-acylsphingosine			bigg.metabolite:crm_cho_n		
crm_cho	N-acylsphingosine			bigg.metabolite:crm_cho_c		
crm_cho	N-acylsphingosine			bigg.metabolite:crm_cho_r		
crm_cho	N-acylsphingosine			bigg.metabolite:crm_cho_l		
crm_hs	Ceramide (homo sapiens)			bigg.metabolite:crm_hs_c		
crm_hs	Ceramide (homo sapiens)			bigg.metabolite:crm_hs_r		
crm_hs	Ceramide (homo sapiens)			bigg.metabolite:crm_hs_l		
crm_hs	Ceramide (homo sapiens)			bigg.metabolite:crm_hs_e		
crm_hs	Ceramide (homo sapiens)			bigg.metabolite:crm_hs_g		
crm_hs	Ceramide (homo sapiens)			bigg.metabolite:crm_hs_n		
crm_pf_18_1_16_0	N-(hexadecanoyl)-sphing-4-enine			bigg.metabolite:crm_pf_18_1_16_0_c		
crm_pf_18_1_16_0	N-(hexadecanoyl)-sphing-4-enine			bigg.metabolite:crm_pf_18_1_16_0_g		
crm_pf_18_1_18_0	N-(octadecanoyl)-sphing-4-enine			bigg.metabolite:crm_pf_18_1_18_0_c		
crm_pf_18_1_18_0	N-(octadecanoyl)-sphing-4-enine			bigg.metabolite:crm_pf_18_1_18_0_g		
crm_pf_18_1_24_0	N-(tetracosanoyl)-sphing-4-enine			bigg.metabolite:crm_pf_18_1_24_0_g		
crm_pf_18_1_24_0	N-(tetracosanoyl)-sphing-4-enine			bigg.metabolite:crm_pf_18_1_24_0_c		
crmp_cho	Ceramide 1-phosphate(2-)			bigg.metabolite:crmp_cho_c		
crmp_cho	Ceramide 1-phosphate(2-)			bigg.metabolite:crmp_cho_e		
crmp_hs	Ceramide 1-phosphate			bigg.metabolite:crmp_hs_c		
crmp_hs	Ceramide 1-phosphate			bigg.metabolite:crmp_hs_e		
crn	L-Carnitine			bigg.metabolite:crn_c		
crn	L-Carnitine			bigg.metabolite:crn_p		
crn	L-Carnitine			bigg.metabolite:crn_x		
crn	L-Carnitine			bigg.metabolite:crn_r		
